trans_name,OG_name,sp_name,tissue,dnds,pnps,cons_gene_by_tiss
Tdi_TRINITY_DN24190_c0_g1_i1,OG-2267_,Tdi,LG,0.454164,NA,NO
Tms_TRINITY_DN10380_c0_g1_i1,OG-2527_,Tms,LG,1.00E-04,0,NO
Tge_TRINITY_DN35097_c0_g1_i1,OG-1178_,Tge,LG,0.613353,0.642668078,NO
Tte_TRINITY_DN22031_c0_g6_i1,OG-1008_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN28361_c0_g2_i5,OG-38_,Tsi,LG,0.0588383,NA,NO
Tsi_TRINITY_DN24323_c0_g1_i1,OG-2365_,Tsi,LG,NA,NA,YES
Tdi_TRINITY_DN35135_c0_g1_i1,OG-2460_,Tdi,LG,NA,NA,NO
Tte_TRINITY_DN55707_c0_g1_i1,OG-1183_,Tte,LG,0.402039,NA,NO
Tsi_TRINITY_DN28501_c1_g3_i1,OG-1545_,Tsi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN11963_c0_g1_i1,OG-1689_,Tms,LG,0.296095,NA,NO
Tge_TRINITY_DN36186_c0_g1_i1,OG-1411_,Tge,LG,1.00E-04,NA,NO
Tte_TRINITY_DN19022_c0_g1_i1,OG-108_,Tte,LG,0.417725,NA,NO
Tge_TRINITY_DN17017_c0_g1_i1,OG-2623_,Tge,LG,NA,NA,YES
Tms_TRINITY_DN5761_c0_g1_i1,OG-2647_,Tms,LG,NA,NA,YES
Tsi_TRINITY_DN17525_c0_g2_i1,OG-229_,Tsi,LG,NA,NA,NO
Tdi_TRINITY_DN5678_c0_g1_i1,OG-2030_,Tdi,LG,0.23317,NA,NO
Tdi_TRINITY_DN62607_c0_g1_i1,OG-2558_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN29006_c0_g3_i1,OG-1484_,Tsi,LG,0.62604,NA,NO
Tms_TRINITY_DN48832_c0_g1_i1,OG-689_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN31008_c0_g1_i1,OG-1662_,Tte,LG,NA,NA,YES
Tms_TRINITY_DN24795_c0_g2_i2,OG-1877_,Tms,LG,0.178982,NA,YES
Tms_TRINITY_DN8994_c0_g1_i1,OG-2420_,Tms,LG,0.298384,NA,NO
Tms_TRINITY_DN9060_c0_g1_i1,OG-376_,Tms,LG,1.00E-04,NA,YES
Tms_TRINITY_DN31944_c0_g1_i1,OG-1936_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN25068_c0_g5_i2,OG-618_,Tte,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN27715_c0_g1_i1,OG-1098_,Tdi,LG,NA,NA,NO
Tge_TRINITY_DN37262_c0_g1_i1,OG-1064_,Tge,LG,1.00E-04,NA,NO
Tms_TRINITY_DN10947_c0_g2_i1,OG-1087_,Tms,LG,1.00E-04,NA,NO
Tms_TRINITY_DN21621_c0_g1_i1,OG-2077_,Tms,LG,1.00E-04,0,NO
Tdi_TRINITY_DN30360_c0_g1_i5,OG-82_,Tdi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN48156_c18_g3_i1,OG-2547_,Tge,LG,0.262422,NA,NO
Tdi_TRINITY_DN31618_c1_g5_i3,OG-1014_,Tdi,LG,0.116278,0.09874263,NO
Tms_TRINITY_DN17793_c0_g2_i1,OG-1789_,Tms,LG,NA,NA,NO
Tms_TRINITY_DN29207_c0_g1_i1,OG-461_,Tms,LG,0.76987,0.471111858,NO
Tms_TRINITY_DN2154_c0_g1_i1,OG-2821_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN56578_c0_g1_i1,OG-1983_,Tte,LG,NA,NA,NO
Tdi_TRINITY_DN1954_c0_g1_i1,OG-2895_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN47059_c0_g1_i1,OG-2749_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN7959_c0_g1_i1,OG-2392_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN534_c0_g1_i1,OG-64_,Tsi,LG,1.00E-04,0,YES
Tte_TRINITY_DN27218_c4_g2_i1,OG-1783_,Tte,LG,NA,NA,NO
Tte_TRINITY_DN2637_c0_g1_i1,OG-598_,Tte,LG,1.00E-04,NA,NO
Tms_TRINITY_DN43572_c0_g1_i1,OG-1097_,Tms,LG,0.06241,NA,NO
Tms_TRINITY_DN57513_c0_g1_i1,OG-1322_,Tms,LG,0.730932,NA,NO
Tdi_TRINITY_DN63006_c0_g1_i1,OG-2791_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN55652_c0_g1_i1,OG-1323_,Tms,LG,NA,NA,NO
Tge_TRINITY_DN43457_c0_g2_i2,OG-487_,Tge,LG,0.0398296,0,NO
Tte_TRINITY_DN65795_c0_g1_i1,OG-2724_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN36851_c0_g1_i1,OG-250_,Tge,LG,1.00E-04,NA,NO
Tte_TRINITY_DN18722_c0_g2_i1,OG-2566_,Tte,LG,NA,NA,NO
Tdi_TRINITY_DN20990_c0_g1_i1,OG-2469_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN30821_c0_g1_i2,OG-983_,Tms,LG,0.133921,0.05224344,NO
Tte_TRINITY_DN73081_c0_g1_i1,OG-1554_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN17072_c0_g1_i1,OG-65_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN17346_c0_g2_i1,OG-1553_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN39318_c0_g1_i1,OG-236_,Tge,LG,0.09869,NA,NO
Tte_TRINITY_DN25332_c0_g1_i2,OG-1059_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN27168_c0_g1_i1,OG-2660_,Tsi,LG,1.00E-04,0,NO
Tdi_TRINITY_DN31560_c7_g7_i1,OG-2249_,Tdi,LG,NA,NA,NO
Tge_TRINITY_DN22004_c0_g1_i1,OG-1498_,Tge,LG,1.00E-04,NA,NO
Tge_TRINITY_DN46281_c0_g1_i2,OG-89_,Tge,LG,0.0548109,0.110522383,YES
Tge_TRINITY_DN40636_c0_g1_i1,OG-1640_,Tge,LG,1.00E-04,NA,NO
Tte_TRINITY_DN24358_c0_g1_i2,OG-412_,Tte,LG,0.0585348,NA,NO
Tdi_TRINITY_DN7968_c0_g1_i1,OG-2344_,Tdi,LG,1.00E-04,NA,NO
Tte_TRINITY_DN28437_c0_g1_i1,OG-1185_,Tte,LG,NA,0,NO
Tsi_TRINITY_DN60940_c0_g1_i1,OG-2996_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN23985_c0_g2_i1,OG-536_,Tsi,LG,0.113036,NA,NO
Tms_TRINITY_DN55519_c0_g1_i1,OG-2853_,Tms,LG,1.00E-04,NA,YES
Tsi_TRINITY_DN8415_c0_g2_i1,OG-1913_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN22183_c0_g2_i2,OG-213_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN16487_c0_g1_i1,OG-557_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN32038_c15_g8_i1,OG-3005_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN24930_c0_g1_i3,OG-590_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN32643_c0_g1_i1,OG-335_,Tdi,LG,NA,NA,NO
Tdi_TRINITY_DN1477_c0_g1_i1,OG-2081_,Tdi,LG,NA,NA,NO
Tdi_TRINITY_DN20511_c0_g1_i1,OG-199_,Tdi,LG,0.0405619,0,NO
Tms_TRINITY_DN29187_c0_g1_i1,OG-279_,Tms,LG,0.134103,0.531596926,NO
Tms_TRINITY_DN43914_c0_g1_i1,OG-2154_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN25448_c0_g1_i1,OG-789_,Tte,LG,NA,NA,NO
Tte_TRINITY_DN39098_c0_g1_i1,OG-1108_,Tte,LG,NA,NA,NO
Tsi_TRINITY_DN33957_c0_g1_i1,OG-1358_,Tsi,LG,NA,NA,NO
Tge_TRINITY_DN35018_c0_g1_i2,OG-1425_,Tge,LG,0.070479,NA,NO
Tms_TRINITY_DN5044_c0_g1_i1,OG-476_,Tms,LG,0.105555,NA,NO
Tge_TRINITY_DN39392_c0_g1_i1,OG-2273_,Tge,LG,1.00E-04,0,NO
Tge_TRINITY_DN45912_c0_g1_i1,OG-952_,Tge,LG,0.0948472,0.138138862,NO
Tsi_TRINITY_DN7898_c0_g1_i1,OG-1765_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN10918_c0_g2_i1,OG-814_,Tte,LG,1.00E-04,NA,NO
Tte_TRINITY_DN63907_c0_g1_i1,OG-2459_,Tte,LG,NA,NA,NO
Tsi_TRINITY_DN28618_c0_g1_i1,OG-552_,Tsi,LG,NA,0,NO
Tdi_TRINITY_DN26917_c0_g1_i1,OG-250_,Tdi,LG,1.00E-04,NA,NO
Tte_TRINITY_DN18465_c0_g1_i1,OG-1236_,Tte,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN22139_c0_g1_i1,OG-2260_,Tdi,LG,0.140082,NA,YES
Tge_TRINITY_DN38722_c0_g1_i1,OG-939_,Tge,LG,1.00E-04,0,YES
Tms_TRINITY_DN48527_c0_g1_i1,OG-718_,Tms,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN28156_c1_g1_i1,OG-1603_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN23509_c0_g1_i1,OG-1758_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN28029_c0_g1_i1,OG-1882_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN39237_c0_g1_i1,OG-159_,Tsi,LG,0.151766,NA,NO
Tte_TRINITY_DN21429_c0_g1_i1,OG-1656_,Tte,LG,0.144025,NA,YES
Tsi_TRINITY_DN10875_c0_g1_i1,OG-1544_,Tsi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN28260_c0_g1_i1,OG-71_,Tms,LG,0.0766668,NA,NO
Tms_TRINITY_DN16191_c0_g1_i1,OG-2424_,Tms,LG,1.00E-04,0,NO
Tte_TRINITY_DN77927_c0_g3_i1,OG-1897_,Tte,LG,0.511394,NA,NO
Tms_TRINITY_DN55588_c0_g1_i1,OG-1848_,Tms,LG,1.00E-04,NA,NO
Tge_TRINITY_DN44804_c1_g1_i1,OG-2126_,Tge,LG,NA,NA,NO
Tsi_TRINITY_DN30205_c0_g3_i1,OG-2712_,Tsi,LG,0.0672354,NA,NO
Tsi_TRINITY_DN26661_c0_g1_i1,OG-520_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN33617_c0_g1_i1,OG-1973_,Tte,LG,NA,NA,NO
Tms_TRINITY_DN9531_c0_g1_i1,OG-2158_,Tms,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN12975_c0_g2_i1,OG-1039_,Tdi,LG,1.00E-04,0,NO
Tge_TRINITY_DN47260_c0_g1_i2,OG-848_,Tge,LG,1.00E-04,0,NO
Tsi_TRINITY_DN26175_c0_g1_i2,OG-1834_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN24126_c0_g1_i3,OG-345_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN70806_c0_g1_i1,OG-2925_,Tms,LG,NA,NA,NO
Tdi_TRINITY_DN27098_c0_g1_i1,OG-156_,Tdi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN66648_c0_g1_i1,OG-1727_,Tge,LG,1.00E-04,NA,NO
Tte_TRINITY_DN72793_c0_g1_i1,OG-2617_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN32452_c0_g1_i1,OG-143_,Tge,LG,0.679247,0.614958449,NO
Tsi_TRINITY_DN25650_c0_g1_i1,OG-373_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN28348_c0_g1_i3,OG-1946_,Tdi,LG,NA,NA,NO
Tms_TRINITY_DN9155_c0_g1_i1,OG-2107_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN13894_c0_g1_i1,OG-2415_,Tte,LG,0.349277,NA,NO
Tge_TRINITY_DN46953_c4_g1_i6,OG-2537_,Tge,LG,NA,0,YES
Tsi_TRINITY_DN24482_c0_g1_i1,OG-2866_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN29816_c7_g4_i3,OG-2054_,Tte,LG,0.131456,NA,NO
Tdi_TRINITY_DN12714_c0_g1_i1,OG-2015_,Tdi,LG,NA,0,NO
Tge_TRINITY_DN40170_c0_g1_i1,OG-1820_,Tge,LG,0.235233,NA,NO
Tdi_TRINITY_DN59550_c0_g1_i1,OG-2777_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN24498_c0_g1_i1,OG-335_,Tsi,LG,NA,NA,NO
Tte_TRINITY_DN26078_c0_g1_i5,OG-80_,Tte,LG,0.433919,NA,NO
Tms_TRINITY_DN30336_c4_g1_i2,OG-2904_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN29459_c18_g6_i1,OG-2012_,Tte,LG,0.480213,NA,NO
Tms_TRINITY_DN12812_c0_g1_i1,OG-1294_,Tms,LG,NA,NA,NO
Tdi_TRINITY_DN5192_c0_g2_i1,OG-1424_,Tdi,LG,NA,NA,NO
Tte_TRINITY_DN40839_c0_g1_i1,OG-2170_,Tte,LG,NA,NA,NO
Tge_TRINITY_DN45768_c0_g1_i1,OG-23_,Tge,LG,1.00E-04,0.055734125,NO
Tte_TRINITY_DN39292_c0_g1_i1,OG-145_,Tte,LG,1.00E-04,NA,YES
Tdi_TRINITY_DN61611_c0_g1_i1,OG-438_,Tdi,LG,0.0522022,NA,NO
Tge_TRINITY_DN68726_c0_g1_i1,OG-2869_,Tge,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN32089_c12_g1_i2,OG-2698_,Tdi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN46196_c0_g1_i1,OG-1514_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN26101_c0_g1_i1,OG-1766_,Tdi,LG,1.00E-04,0.342565598,NO
Tge_TRINITY_DN37783_c0_g1_i1,OG-147_,Tge,LG,0.0267373,0,NO
Tge_TRINITY_DN37590_c0_g1_i1,OG-2514_,Tge,LG,NA,NA,NO
Tte_TRINITY_DN1226_c0_g1_i1,OG-3_,Tte,LG,1.00E-04,NA,NO
Tte_TRINITY_DN9389_c0_g1_i1,OG-2094_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN31438_c0_g1_i1,OG-2213_,Tge,LG,1.00E-04,0,NO
Tge_TRINITY_DN74483_c0_g1_i1,OG-2069_,Tge,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN26616_c0_g1_i1,OG-848_,Tsi,LG,0.637146,0,NO
Tte_TRINITY_DN40281_c0_g1_i1,OG-249_,Tte,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN67213_c0_g1_i1,OG-1685_,Tdi,LG,0.161678,NA,YES
Tsi_TRINITY_DN15382_c0_g1_i1,OG-1158_,Tsi,LG,NA,NA,NO
Tdi_TRINITY_DN12978_c0_g9_i1,OG-932_,Tdi,LG,0.112536,NA,NO
Tge_TRINITY_DN41018_c0_g1_i2,OG-2439_,Tge,LG,0.655415,0.304347826,NO
Tsi_TRINITY_DN25782_c0_g1_i4,OG-344_,Tsi,LG,0.777074,0,NO
Tms_TRINITY_DN39927_c0_g1_i1,OG-1002_,Tms,LG,NA,NA,NO
Tsi_TRINITY_DN26637_c1_g1_i1,OG-48_,Tsi,LG,1.00E-04,0,NO
Tte_TRINITY_DN29780_c7_g4_i1,OG-402_,Tte,LG,0.16347,NA,NO
Tge_TRINITY_DN47989_c0_g1_i2,OG-26_,Tge,LG,0.149502,0.152867301,NO
Tsi_TRINITY_DN24030_c0_g1_i2,OG-310_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN28522_c5_g2_i1,OG-2464_,Tsi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN23213_c0_g1_i1,OG-1880_,Tms,LG,1.00E-04,NA,NO
Tte_TRINITY_DN24663_c0_g1_i1,OG-1737_,Tte,LG,0.215409,NA,NO
Tte_TRINITY_DN15053_c0_g2_i1,OG-2057_,Tte,LG,NA,NA,NO
Tsi_TRINITY_DN47947_c0_g1_i1,OG-2721_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN13391_c0_g1_i1,OG-2264_,Tsi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN1024_c0_g1_i1,OG-1169_,Tge,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN24148_c1_g3_i1,OG-1300_,Tdi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN9709_c0_g1_i1,OG-1127_,Tsi,LG,NA,NA,NO
Tge_TRINITY_DN46645_c0_g1_i2,OG-780_,Tge,LG,0.0323434,0.042758847,NO
Tms_TRINITY_DN22853_c0_g1_i2,OG-2836_,Tms,LG,0.158374,NA,NO
Tms_TRINITY_DN10765_c0_g2_i1,OG-1216_,Tms,LG,0.149666,NA,NO
Tsi_TRINITY_DN32451_c0_g1_i1,OG-68_,Tsi,LG,NA,NA,NO
Tge_TRINITY_DN43662_c0_g1_i1,OG-2561_,Tge,LG,0.147932,0,NO
Tte_TRINITY_DN20976_c0_g1_i2,OG-104_,Tte,LG,NA,NA,NO
Tdi_TRINITY_DN14675_c0_g1_i1,OG-2708_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN8413_c0_g1_i1,OG-1808_,Tsi,LG,0.119806,NA,NO
Tsi_TRINITY_DN31906_c4_g9_i8,OG-952_,Tsi,LG,0.18515,NA,NO
Tte_TRINITY_DN4676_c0_g2_i1,OG-654_,Tte,LG,NA,NA,NO
Tdi_TRINITY_DN32706_c0_g1_i1,OG-387_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN16089_c0_g1_i1,OG-1379_,Tms,LG,1.00E-04,NA,YES
Tsi_TRINITY_DN52597_c0_g1_i1,OG-875_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN20331_c0_g1_i1,OG-2422_,Tdi,LG,NA,0,NO
Tdi_TRINITY_DN22714_c0_g1_i1,OG-2604_,Tdi,LG,NA,0.316076294,NO
Tms_TRINITY_DN32268_c0_g1_i1,OG-1217_,Tms,LG,NA,NA,NO
Tge_TRINITY_DN37632_c0_g1_i2,OG-2304_,Tge,LG,1.00E-04,NA,NO
Tms_TRINITY_DN31891_c0_g1_i1,OG-1757_,Tms,LG,1.00E-04,NA,NO
Tte_TRINITY_DN15066_c0_g1_i1,OG-1770_,Tte,LG,NA,NA,NO
Tdi_TRINITY_DN67257_c0_g1_i1,OG-2095_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN32949_c0_g1_i1,OG-1186_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN27294_c0_g1_i2,OG-1314_,Tsi,LG,1.00E-04,NA,NO
Tte_TRINITY_DN25746_c0_g1_i4,OG-1_,Tte,LG,0.233518,NA,NO
Tsi_TRINITY_DN67078_c0_g1_i1,OG-1102_,Tsi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN23543_c0_g1_i1,OG-2226_,Tge,LG,1.00E-04,NA,NO
Tms_TRINITY_DN47566_c0_g1_i1,OG-1895_,Tms,LG,0.455444,NA,NO
Tge_TRINITY_DN22667_c0_g1_i1,OG-1672_,Tge,LG,0.251055,NA,NO
Tms_TRINITY_DN26424_c0_g1_i1,OG-2899_,Tms,LG,1.00E-04,NA,NO
Tge_TRINITY_DN41790_c0_g1_i1,OG-899_,Tge,LG,0.181334,0.11132135,NO
Tsi_TRINITY_DN24166_c0_g2_i1,OG-1774_,Tsi,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN29392_c0_g1_i1,OG-1788_,Tsi,LG,NA,0,NO
Tms_TRINITY_DN31856_c2_g4_i4,OG-1478_,Tms,LG,1.00E-04,NA,NO
Tte_TRINITY_DN21926_c0_g1_i3,OG-887_,Tte,LG,0.385195,NA,NO
Tte_TRINITY_DN74046_c0_g1_i1,OG-1186_,Tte,LG,NA,NA,NO
Tte_TRINITY_DN19634_c0_g1_i2,OG-370_,Tte,LG,0.185286,NA,NO
Tdi_TRINITY_DN24961_c0_g1_i1,OG-519_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN28999_c0_g1_i1,OG-1709_,Tms,LG,0.250642,0,NO
Tte_TRINITY_DN4620_c0_g1_i1,OG-2070_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN47659_c0_g1_i1,OG-909_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN27896_c4_g1_i1,OG-1437_,Tdi,LG,NA,NA,NO
Tdi_TRINITY_DN46797_c0_g1_i1,OG-620_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN28224_c0_g2_i1,OG-820_,Tsi,LG,NA,NA,NO
Tsi_TRINITY_DN9370_c0_g1_i1,OG-1886_,Tsi,LG,NA,NA,NO
Tms_TRINITY_DN32050_c0_g1_i1,OG-1745_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN203_c0_g1_i1,OG-635_,Tte,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN19449_c0_g2_i1,OG-1293_,Tdi,LG,0.0733836,NA,NO
Tsi_TRINITY_DN27653_c0_g1_i1,OG-352_,Tsi,LG,0.39825,NA,NO
Tge_TRINITY_DN10554_c0_g1_i1,OG-1016_,Tge,LG,NA,NA,NO
Tdi_TRINITY_DN13221_c0_g1_i1,OG-1833_,Tdi,LG,NA,NA,NO
Tge_TRINITY_DN44497_c0_g1_i2,OG-634_,Tge,LG,0.871354,NA,NO
Tte_TRINITY_DN8189_c0_g1_i1,OG-1410_,Tte,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN30436_c0_g1_i1,OG-174_,Tsi,LG,0.288626,0,NO
Tdi_TRINITY_DN23823_c0_g1_i4,OG-893_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN28547_c0_g1_i2,OG-2894_,Tms,LG,0.127057,0,NO
Tge_TRINITY_DN41924_c0_g1_i1,OG-105_,Tge,LG,0.0823417,0,NO
Tsi_TRINITY_DN30726_c0_g1_i3,OG-806_,Tsi,LG,0.326427,1.326451613,NO
Tms_TRINITY_DN17011_c0_g1_i1,OG-443_,Tms,LG,0.226063,NA,NO
Tms_TRINITY_DN14327_c0_g3_i1,OG-1209_,Tms,LG,NA,NA,NO
Tdi_TRINITY_DN2388_c0_g2_i1,OG-281_,Tdi,LG,NA,NA,NO
Tsi_TRINITY_DN23345_c0_g1_i2,OG-1558_,Tsi,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN34727_c0_g1_i1,OG-2715_,Tdi,LG,NA,NA,NO
Tge_TRINITY_DN80348_c0_g1_i1,OG-2974_,Tge,LG,0.365419,NA,NO
Tte_TRINITY_DN12624_c0_g1_i1,OG-437_,Tte,LG,1.00E-04,NA,NO
Tms_TRINITY_DN17111_c0_g1_i1,OG-2964_,Tms,LG,NA,NA,NO
Tte_TRINITY_DN25695_c0_g8_i2,OG-2304_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN31872_c0_g1_i2,OG-2358_,Tge,LG,NA,NA,NO
Tge_TRINITY_DN6087_c0_g3_i1,OG-3000_,Tge,LG,NA,NA,NO
Tdi_TRINITY_DN39751_c0_g1_i1,OG-889_,Tdi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN29675_c0_g1_i1,OG-2733_,Tge,LG,1.00E-04,NA,NO
Tge_TRINITY_DN19790_c0_g1_i1,OG-1572_,Tge,LG,1.00E-04,NA,NO
Tte_TRINITY_DN21056_c0_g1_i2,OG-1071_,Tte,LG,1.00E-04,NA,NO
Tte_TRINITY_DN64309_c0_g1_i1,OG-944_,Tte,LG,NA,NA,YES
Tsi_TRINITY_DN27883_c0_g1_i3,OG-2251_,Tsi,LG,0.466241,NA,NO
Tsi_TRINITY_DN4114_c0_g1_i1,OG-162_,Tsi,LG,1.00E-04,NA,NO
Tge_TRINITY_DN47607_c0_g2_i1,OG-52_,Tge,LG,0.318579,NA,NO
Tge_TRINITY_DN43441_c0_g1_i2,OG-275_,Tge,LG,0.174337,NA,NO
Tte_TRINITY_DN39249_c0_g1_i1,OG-2924_,Tte,LG,NA,NA,YES
Tge_TRINITY_DN17904_c0_g1_i1,OG-2837_,Tge,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN19987_c0_g1_i1,OG-1921_,Tsi,LG,1.00E-04,NA,NO
Tte_TRINITY_DN47456_c0_g1_i1,OG-932_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN45485_c0_g1_i1,OG-539_,Tge,LG,1.00E-04,0,NO
Tte_TRINITY_DN60158_c0_g1_i1,OG-2275_,Tte,LG,1.00E-04,NA,NO
Tte_TRINITY_DN29433_c3_g12_i1,OG-2401_,Tte,LG,0.778517,NA,NO
Tsi_TRINITY_DN8201_c0_g1_i1,OG-1529_,Tsi,LG,0.223781,NA,NO
Tge_TRINITY_DN39473_c0_g1_i2,OG-1718_,Tge,LG,1.00E-04,0,NO
Tte_TRINITY_DN57043_c0_g1_i1,OG-2738_,Tte,LG,NA,NA,YES
Tsi_TRINITY_DN31524_c2_g2_i1,OG-2706_,Tsi,LG,NA,NA,NO
Tms_TRINITY_DN23742_c0_g1_i1,OG-728_,Tms,LG,0.317911,NA,NO
Tte_TRINITY_DN23808_c0_g1_i2,OG-1387_,Tte,LG,1.00E-04,NA,NO
Tte_TRINITY_DN27992_c0_g1_i2,OG-16_,Tte,LG,1.00E-04,NA,NO
Tdi_TRINITY_DN33041_c0_g1_i1,OG-2688_,Tdi,LG,0.821827,NA,NO
Tms_TRINITY_DN39996_c0_g1_i1,OG-2536_,Tms,LG,NA,NA,NO
Tms_TRINITY_DN27240_c0_g1_i3,OG-1521_,Tms,LG,NA,NA,NO
Tge_TRINITY_DN39977_c0_g2_i1,OG-2519_,Tge,LG,1.00E-04,NA,NO
Tsi_TRINITY_DN20503_c0_g1_i2,OG-402_,Tsi,LG,1.00E-04,0,NO
Tsi_TRINITY_DN17346_c0_g1_i1,OG-2065_,Tsi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN25433_c0_g1_i1,OG-141_,Tms,LG,NA,NA,NO
Tms_TRINITY_DN10226_c0_g1_i1,OG-587_,Tms,LG,0.532496,NA,NO
Tte_TRINITY_DN24360_c0_g1_i2,OG-245_,Tte,LG,0.174457,NA,NO
Tge_TRINITY_DN46850_c0_g1_i1,OG-2618_,Tge,LG,NA,0,NO
Tge_TRINITY_DN45666_c0_g1_i1,OG-1942_,Tge,LG,0.0887479,0.16613033,YES
Tdi_TRINITY_DN1529_c0_g1_i1,OG-2592_,Tdi,LG,NA,NA,NO
Tdi_TRINITY_DN52237_c0_g1_i1,OG-977_,Tdi,LG,NA,NA,NO
Tdi_TRINITY_DN18928_c0_g1_i1,OG-1270_,Tdi,LG,NA,NA,NO
Tge_TRINITY_DN39117_c0_g2_i3,OG-703_,Tge,LG,0.0641504,NA,NO
Tdi_TRINITY_DN32628_c0_g1_i1,OG-690_,Tdi,LG,1.00E-04,NA,NO
Tms_TRINITY_DN25587_c0_g2_i3,OG-361_,Tms,LG,0.15498,NA,NO
Tte_TRINITY_DN10937_c0_g2_i1,OG-363_,Tte,LG,0.0271514,NA,YES
Tsi_TRINITY_DN6839_c0_g1_i1,OG-1839_,Tsi,LG,NA,NA,YES
Tte_TRINITY_DN30637_c0_g1_i1,OG-2982_,Tte,LG,NA,NA,NO
Tte_TRINITY_DN25610_c0_g1_i1,OG-946_,Tte,LG,1.00E-04,NA,NO
Tge_TRINITY_DN43697_c0_g1_i1,OG-1530_,Tge,LG,0.383281,NA,NO
